SELECT * FROM Parking WHERE id_controlador=2 ORDER BY id_sensor,2023-11-02 22:02:07.780570,2.0922515392303467,38
SELECT * FROM Parking WHERE id_controlador=4 ORDER BY id_sensor,2023-11-02 22:02:07.784570,2.090259075164795,38
"SELECT * FROM Parking WHERE valor=0 ORDER BY id_controlador ASC, id_sensor ASC",2023-11-02 22:02:07.793565,2.10325026512146,88
SELECT * FROM Parking WHERE id_controlador=3 ORDER BY id_sensor,2023-11-02 22:02:07.799568,2.10125732421875,38
SELECT * FROM Parking WHERE id_controlador=5 ORDER BY id_sensor,2023-11-02 22:02:07.805621,2.11230731010437,38
SELECT * FROM Parking WHERE id_controlador=4 ORDER BY id_sensor,2023-11-02 22:02:16.669266,2.0057566165924072,38
"SELECT id, username, placa, correo, tipe FROM Usuarios ORDER BY id",2023-11-02 22:02:16.748267,2.0866103172302246,10
SELECT * FROM Parking WHERE id_controlador=5 ORDER BY id_sensor,2023-11-02 22:02:16.891266,2.2267398834228516,38
"SELECT * FROM Parking WHERE valor=0 AND asignado=0 ORDER BY id_controlador ASC, id_sensor ASC",2023-11-02 22:02:16.934266,2.2716214656829834,42
"SELECT * FROM Parking WHERE valor=0 ORDER BY id_controlador ASC, id_sensor ASC",2023-11-02 22:02:16.960270,2.2976253032684326,88
SELECT * FROM Parking WHERE id_controlador=1 ORDER BY id_sensor,2023-11-02 22:02:16.969269,2.307612895965576,38
SELECT * FROM Parking WHERE id_controlador=3 ORDER BY id_sensor,2023-11-02 22:02:16.970268,2.306758403778076,38
SELECT * FROM Parking WHERE id_controlador=2 ORDER BY id_sensor,2023-11-02 22:02:16.971274,2.307765007019043,38
SELECT * FROM Parking WHERE id_controlador=5 ORDER BY id_sensor,2023-11-02 22:02:17.633322,1.9317843914031982,38
SELECT * FROM Parking WHERE id_controlador=2 ORDER BY id_sensor,2023-11-02 22:02:17.690319,2.00677752494812,38
SELECT * FROM Parking WHERE id_controlador=3 ORDER BY id_sensor,2023-11-02 22:02:17.696322,2.0127804279327393,38
"SELECT id, username, placa, correo, tipe FROM Usuarios ORDER BY id",2023-11-02 22:02:17.703327,2.001789093017578,10
SELECT * FROM Parking WHERE id_controlador=4 ORDER BY id_sensor,2023-11-02 22:02:17.711317,2.0127768516540527,38
"SELECT * FROM Parking WHERE valor=0 ORDER BY id_controlador ASC, id_sensor ASC",2023-11-02 22:02:17.733323,2.032785415649414,88
SELECT * FROM Parking WHERE id_controlador=1 ORDER BY id_sensor,2023-11-02 22:02:17.739322,2.0557808876037598,38
"SELECT * FROM Parking WHERE valor=0 AND asignado=0 ORDER BY id_controlador ASC, id_sensor ASC",2023-11-02 22:02:17.787319,2.08478045463562,42
"SELECT * FROM Parking WHERE valor=0 AND asignado=0 ORDER BY id_controlador ASC, id_sensor ASC",2023-11-02 22:02:26.701105,2.038743734359741,42
"SELECT id, username, placa, correo, tipe FROM Usuarios ORDER BY id",2023-11-02 22:02:26.708108,2.0437488555908203,10
SELECT * FROM Parking WHERE id_controlador=4 ORDER BY id_sensor,2023-11-02 22:02:26.752105,2.0867459774017334,38
SELECT * FROM Parking WHERE id_controlador=2 ORDER BY id_sensor,2023-11-02 22:02:26.757109,2.0907371044158936,38
"SELECT * FROM Parking WHERE valor=0 ORDER BY id_controlador ASC, id_sensor ASC",2023-11-02 22:02:26.783108,2.1177494525909424,88
SELECT * FROM Parking WHERE id_controlador=5 ORDER BY id_sensor,2023-11-02 22:02:26.786110,2.1227498054504395,38
SELECT * FROM Parking WHERE id_controlador=3 ORDER BY id_sensor,2023-11-02 22:02:26.794107,2.1297478675842285,38
SELECT * FROM Parking WHERE id_controlador=1 ORDER BY id_sensor,2023-11-02 22:02:26.810108,2.1643946170806885,38
SELECT * FROM Parking WHERE id_controlador=1 ORDER BY id_sensor,2023-11-02 22:02:27.500658,1.8195509910583496,38
